Bridge_ID,Age (years),Length (m),Width (m),Height (m),Traffic_Volume (vehicles/day),Weather_Conditions,Water_Flow_Rate (m³/s),Stress (MPa),Strain (%),Tensile_Strength (MPa),Rainfall (mm),Bridge_Design,Humidity (%),Risk_Level
5073,15,1039.138914,27.82628263,55.65256526,5121.782178,Snowy,2536.253625,50.72507251,5.072507251,605.8005801,253.6253625,Truss,50.72507251,High
5074,23,1039.333933,27.83078308,55.66156616,5122.772277,Cloudy,2536.753675,50.73507351,5.073507351,605.8805881,253.6753675,Arch,50.73507351,High
5075,40,1039.528953,27.83528353,55.67056706,5123.762376,Windy,2537.253725,50.74507451,5.074507451,605.9605961,253.7253725,Beam,50.74507451,High
5076,3,1039.723972,27.83978398,55.67956796,5124.752475,Rainy,2537.753775,50.75507551,5.075507551,606.0406041,253.7753775,Truss,50.75507551,Moderate
5077,26,1039.918992,27.84428443,55.68856886,5125.742574,Sunny,2538.253825,50.76507651,5.076507651,606.1206121,253.8253825,Arch,50.76507651,High
5078,34,1040.114011,27.84878488,55.69756976,5126.732673,Snowy,2538.753875,50.77507751,5.077507751,606.2006201,253.8753875,Beam,50.77507751,High
5079,35,1040.309031,27.85328533,55.70657066,5127.722772,Cloudy,2539.253925,50.78507851,5.078507851,606.2806281,253.9253925,Truss,50.78507851,High
5080,44,1040.50405,27.85778578,55.71557156,5128.712871,Windy,2539.753975,50.79507951,5.079507951,606.3606361,253.9753975,Arch,50.79507951,High
5081,3,1040.69907,27.86228623,55.72457246,5129.70297,Rainy,2540.254025,50.80508051,5.080508051,606.4406441,254.0254025,Beam,50.80508051,Moderate
5082,15,1040.894089,27.86678668,55.73357336,5130.693069,Sunny,2540.754075,50.81508151,5.081508151,606.5206521,254.0754075,Truss,50.81508151,High
5083,13,1041.089109,27.87128713,55.74257426,5131.683168,Snowy,2541.254125,50.82508251,5.082508251,606.6006601,254.1254125,Arch,50.82508251,High
5084,34,1041.284128,27.87578758,55.75157516,5132.673267,Cloudy,2541.754175,50.83508351,5.083508351,606.6806681,254.1754175,Beam,50.83508351,High
5085,1,1041.479148,27.88028803,55.76057606,5133.663366,Windy,2542.254225,50.84508451,5.084508451,606.7606761,254.2254225,Truss,50.84508451,Moderate
5086,49,1041.674167,27.88478848,55.76957696,5134.653465,Rainy,2542.754275,50.85508551,5.085508551,606.8406841,254.2754275,Arch,50.85508551,High
5087,26,1041.869187,27.88928893,55.77857786,5135.643564,Sunny,2543.254325,50.86508651,5.086508651,606.9206921,254.3254325,Beam,50.86508651,High
5088,41,1042.064206,27.89378938,55.78757876,5136.633663,Snowy,2543.754375,50.87508751,5.087508751,607.0007001,254.3754375,Truss,50.87508751,High
5089,27,1042.259226,27.89828983,55.79657966,5137.623762,Cloudy,2544.254425,50.88508851,5.088508851,607.0807081,254.4254425,Arch,50.88508851,High
5090,34,1042.454245,27.90279028,55.80558056,5138.613861,Windy,2544.754475,50.89508951,5.089508951,607.1607161,254.4754475,Beam,50.89508951,High
5091,34,1042.649265,27.90729073,55.81458146,5139.60396,Rainy,2545.254525,50.90509051,5.090509051,607.2407241,254.5254525,Truss,50.90509051,High
5092,31,1042.844284,27.91179118,55.82358236,5140.594059,Sunny,2545.754575,50.91509151,5.091509151,607.3207321,254.5754575,Arch,50.91509151,High
5093,47,1043.039304,27.91629163,55.83258326,5141.584158,Snowy,2546.254625,50.92509251,5.092509251,607.4007401,254.6254625,Beam,50.92509251,High
5094,36,1043.234323,27.92079208,55.84158416,5142.574257,Cloudy,2546.754675,50.93509351,5.093509351,607.4807481,254.6754675,Truss,50.93509351,High
5095,30,1043.429343,27.92529253,55.85058506,5143.564356,Windy,2547.254725,50.94509451,5.094509451,607.5607561,254.7254725,Arch,50.94509451,High
5096,20,1043.624362,27.92979298,55.85958596,5144.554455,Rainy,2547.754775,50.95509551,5.095509551,607.6407641,254.7754775,Beam,50.95509551,High
5097,32,1043.819382,27.93429343,55.86858686,5145.544554,Sunny,2548.254825,50.96509651,5.096509651,607.7207721,254.8254825,Truss,50.96509651,High
5098,8,1044.014401,27.93879388,55.87758776,5146.534653,Snowy,2548.754875,50.97509751,5.097509751,607.8007801,254.8754875,Arch,50.97509751,High
5099,21,1044.209421,27.94329433,55.88658866,5147.524752,Cloudy,2549.254925,50.98509851,5.098509851,607.8807881,254.9254925,Beam,50.98509851,High
5100,22,1044.40444,27.94779478,55.89558956,5148.514851,Windy,2549.754975,50.99509951,5.099509951,607.9607961,254.9754975,Truss,50.99509951,High
5101,30,1044.59946,27.95229523,55.90459046,5149.50495,Rainy,2550.255026,51.00510051,5.100510051,608.0408041,255.0255026,Arch,51.00510051,High
5102,15,1044.794479,27.95679568,55.91359136,5150.49505,Sunny,2550.755076,51.01510151,5.101510151,608.1208121,255.0755076,Beam,51.01510151,High
5103,26,1044.989499,27.96129613,55.92259226,5151.485149,Snowy,2551.255126,51.02510251,5.102510251,608.2008201,255.1255126,Truss,51.02510251,High
5104,47,1045.184518,27.96579658,55.93159316,5152.475248,Cloudy,2551.755176,51.03510351,5.103510351,608.2808281,255.1755176,Arch,51.03510351,High
5105,9,1045.379538,27.97029703,55.94059406,5153.465347,Windy,2552.255226,51.04510451,5.104510451,608.3608361,255.2255226,Beam,51.04510451,High
5106,38,1045.574557,27.97479748,55.94959496,5154.455446,Rainy,2552.755276,51.05510551,5.105510551,608.4408441,255.2755276,Truss,51.05510551,High
5107,7,1045.769577,27.97929793,55.95859586,5155.445545,Sunny,2553.255326,51.06510651,5.106510651,608.5208521,255.3255326,Arch,51.06510651,High
5108,1,1045.964596,27.98379838,55.96759676,5156.435644,Snowy,2553.755376,51.07510751,5.107510751,608.6008601,255.3755376,Beam,51.07510751,Moderate
5109,23,1046.159616,27.98829883,55.97659766,5157.425743,Cloudy,2554.255426,51.08510851,5.108510851,608.6808681,255.4255426,Truss,51.08510851,High
5110,14,1046.354635,27.99279928,55.98559856,5158.415842,Windy,2554.755476,51.09510951,5.109510951,608.7608761,255.4755476,Arch,51.09510951,High
5111,43,1046.549655,27.99729973,55.99459946,5159.405941,Rainy,2555.255526,51.10511051,5.110511051,608.8408841,255.5255526,Beam,51.10511051,High
5112,0,1046.744674,28.00180018,56.00360036,5160.39604,Sunny,2555.755576,51.11511151,5.111511151,608.9208921,255.5755576,Truss,51.11511151,Moderate
5113,38,1046.939694,28.00630063,56.01260126,5161.386139,Snowy,2556.255626,51.12511251,5.112511251,609.0009001,255.6255626,Arch,51.12511251,High
5114,19,1047.134713,28.01080108,56.02160216,5162.376238,Cloudy,2556.755676,51.13511351,5.113511351,609.0809081,255.6755676,Beam,51.13511351,High
5115,27,1047.329733,28.01530153,56.03060306,5163.366337,Windy,2557.255726,51.14511451,5.114511451,609.1609161,255.7255726,Truss,51.14511451,High
5116,32,1047.524752,28.01980198,56.03960396,5164.356436,Rainy,2557.755776,51.15511551,5.115511551,609.2409241,255.7755776,Arch,51.15511551,High
5117,15,1047.719772,28.02430243,56.04860486,5165.346535,Sunny,2558.255826,51.16511651,5.116511651,609.3209321,255.8255826,Beam,51.16511651,High
5118,30,1047.914791,28.02880288,56.05760576,5166.336634,Snowy,2558.755876,51.17511751,5.117511751,609.4009401,255.8755876,Truss,51.17511751,High
5119,40,1048.109811,28.03330333,56.06660666,5167.326733,Cloudy,2559.255926,51.18511851,5.118511851,609.4809481,255.9255926,Arch,51.18511851,High
5120,16,1048.30483,28.03780378,56.07560756,5168.316832,Windy,2559.755976,51.19511951,5.119511951,609.5609561,255.9755976,Beam,51.19511951,High
5121,26,1048.49985,28.04230423,56.08460846,5169.306931,Rainy,2560.256026,51.20512051,5.120512051,609.6409641,256.0256026,Truss,51.20512051,High
5122,9,1048.694869,28.04680468,56.09360936,5170.29703,Sunny,2560.756076,51.21512151,5.121512151,609.7209721,256.0756076,Arch,51.21512151,High
5123,28,1048.889889,28.05130513,56.10261026,5171.287129,Snowy,2561.256126,51.22512251,5.122512251,609.8009801,256.1256126,Beam,51.22512251,High
5124,27,1049.084908,28.05580558,56.11161116,5172.277228,Cloudy,2561.756176,51.23512351,5.123512351,609.8809881,256.1756176,Truss,51.23512351,High
5125,20,1049.279928,28.06030603,56.12061206,5173.267327,Windy,2562.256226,51.24512451,5.124512451,609.9609961,256.2256226,Arch,51.24512451,High
5126,29,1049.474947,28.06480648,56.12961296,5174.257426,Rainy,2562.756276,51.25512551,5.125512551,610.0410041,256.2756276,Beam,51.25512551,High
5127,45,1049.669967,28.06930693,56.13861386,5175.247525,Sunny,2563.256326,51.26512651,5.126512651,610.1210121,256.3256326,Truss,51.26512651,High
5128,48,1049.864986,28.07380738,56.14761476,5176.237624,Snowy,2563.756376,51.27512751,5.127512751,610.2010201,256.3756376,Arch,51.27512751,High
5129,22,1050.060006,28.07830783,56.15661566,5177.227723,Cloudy,2564.256426,51.28512851,5.128512851,610.2810281,256.4256426,Beam,51.28512851,High
5130,20,1050.255026,28.08280828,56.16561656,5178.217822,Windy,2564.756476,51.29512951,5.129512951,610.3610361,256.4756476,Truss,51.29512951,High
5131,16,1050.450045,28.08730873,56.17461746,5179.207921,Rainy,2565.256526,51.30513051,5.130513051,610.4410441,256.5256526,Arch,51.30513051,High
5132,25,1050.645065,28.09180918,56.18361836,5180.19802,Sunny,2565.756576,51.31513151,5.131513151,610.5210521,256.5756576,Beam,51.31513151,High
5133,15,1050.840084,28.09630963,56.19261926,5181.188119,Snowy,2566.256626,51.32513251,5.132513251,610.6010601,256.6256626,Truss,51.32513251,High
5134,10,1051.035104,28.10081008,56.20162016,5182.178218,Cloudy,2566.756676,51.33513351,5.133513351,610.6810681,256.6756676,Arch,51.33513351,High
5135,3,1051.230123,28.10531053,56.21062106,5183.168317,Windy,2567.256726,51.34513451,5.134513451,610.7610761,256.7256726,Beam,51.34513451,High
5136,43,1051.425143,28.10981098,56.21962196,5184.158416,Rainy,2567.756776,51.35513551,5.135513551,610.8410841,256.7756776,Truss,51.35513551,High
5137,20,1051.620162,28.11431143,56.22862286,5185.148515,Sunny,2568.256826,51.36513651,5.136513651,610.9210921,256.8256826,Arch,51.36513651,High
5138,35,1051.815182,28.11881188,56.23762376,5186.138614,Snowy,2568.756876,51.37513751,5.137513751,611.0011001,256.8756876,Beam,51.37513751,High
5139,34,1052.010201,28.12331233,56.24662466,5187.128713,Cloudy,2569.256926,51.38513851,5.138513851,611.0811081,256.9256926,Truss,51.38513851,High
5140,1,1052.205221,28.12781278,56.25562556,5188.118812,Windy,2569.756976,51.39513951,5.139513951,611.1611161,256.9756976,Arch,51.39513951,Moderate
5141,27,1052.40024,28.13231323,56.26462646,5189.108911,Rainy,2570.257026,51.40514051,5.140514051,611.2411241,257.0257026,Beam,51.40514051,High
5142,19,1052.59526,28.13681368,56.27362736,5190.09901,Sunny,2570.757076,51.41514151,5.141514151,611.3211321,257.0757076,Truss,51.41514151,High
5143,16,1052.790279,28.14131413,56.28262826,5191.089109,Snowy,2571.257126,51.42514251,5.142514251,611.4011401,257.1257126,Arch,51.42514251,High
5144,40,1052.985299,28.14581458,56.29162916,5192.079208,Cloudy,2571.757176,51.43514351,5.143514351,611.4811481,257.1757176,Beam,51.43514351,High
5145,7,1053.180318,28.15031503,56.30063006,5193.069307,Windy,2572.257226,51.44514451,5.144514451,611.5611561,257.2257226,Truss,51.44514451,High
5146,44,1053.375338,28.15481548,56.30963096,5194.059406,Rainy,2572.757276,51.45514551,5.145514551,611.6411641,257.2757276,Arch,51.45514551,High
5147,0,1053.570357,28.15931593,56.31863186,5195.049505,Sunny,2573.257326,51.46514651,5.146514651,611.7211721,257.3257326,Beam,51.46514651,Moderate
5148,29,1053.765377,28.16381638,56.32763276,5196.039604,Snowy,2573.757376,51.47514751,5.147514751,611.8011801,257.3757376,Truss,51.47514751,High
5149,17,1053.960396,28.16831683,56.33663366,5197.029703,Cloudy,2574.257426,51.48514851,5.148514851,611.8811881,257.4257426,Arch,51.48514851,High
5150,0,1054.155416,28.17281728,56.34563456,5198.019802,Windy,2574.757476,51.49514951,5.149514951,611.9611961,257.4757476,Beam,51.49514951,Moderate
5151,1,1054.350435,28.17731773,56.35463546,5199.009901,Rainy,2575.257526,51.50515052,5.150515052,612.0412041,257.5257526,Truss,51.50515052,Moderate
5152,4,1054.545455,28.18181818,56.36363636,5200,Sunny,2575.757576,51.51515152,5.151515152,612.1212121,257.5757576,Arch,51.51515152,High
5153,8,1054.740474,28.18631863,56.37263726,5200.990099,Snowy,2576.257626,51.52515252,5.152515252,612.2012201,257.6257626,Beam,51.52515252,High
5154,29,1054.935494,28.19081908,56.38163816,5201.980198,Cloudy,2576.757676,51.53515352,5.153515352,612.2812281,257.6757676,Truss,51.53515352,High
5155,24,1055.130513,28.19531953,56.39063906,5202.970297,Windy,2577.257726,51.54515452,5.154515452,612.3612361,257.7257726,Arch,51.54515452,High
5156,49,1055.325533,28.19981998,56.39963996,5203.960396,Rainy,2577.757776,51.55515552,5.155515552,612.4412441,257.7757776,Beam,51.55515552,High
5157,4,1055.520552,28.20432043,56.40864086,5204.950495,Sunny,2578.257826,51.56515652,5.156515652,612.5212521,257.8257826,Truss,51.56515652,High
5158,31,1055.715572,28.20882088,56.41764176,5205.940594,Snowy,2578.757876,51.57515752,5.157515752,612.6012601,257.8757876,Arch,51.57515752,High
5159,18,1055.910591,28.21332133,56.42664266,5206.930693,Cloudy,2579.257926,51.58515852,5.158515852,612.6812681,257.9257926,Beam,51.58515852,High
5160,47,1056.105611,28.21782178,56.43564356,5207.920792,Windy,2579.757976,51.59515952,5.159515952,612.7612761,257.9757976,Truss,51.59515952,High
5161,6,1056.30063,28.22232223,56.44464446,5208.910891,Rainy,2580.258026,51.60516052,5.160516052,612.8412841,258.0258026,Arch,51.60516052,High
5162,30,1056.49565,28.22682268,56.45364536,5209.90099,Sunny,2580.758076,51.61516152,5.161516152,612.9212921,258.0758076,Beam,51.61516152,High
5163,24,1056.690669,28.23132313,56.46264626,5210.891089,Snowy,2581.258126,51.62516252,5.162516252,613.0013001,258.1258126,Truss,51.62516252,High
5164,41,1056.885689,28.23582358,56.47164716,5211.881188,Cloudy,2581.758176,51.63516352,5.163516352,613.0813081,258.1758176,Arch,51.63516352,High
5165,15,1057.080708,28.24032403,56.48064806,5212.871287,Windy,2582.258226,51.64516452,5.164516452,613.1613161,258.2258226,Beam,51.64516452,High
5166,37,1057.275728,28.24482448,56.48964896,5213.861386,Rainy,2582.758276,51.65516552,5.165516552,613.2413241,258.2758276,Truss,51.65516552,High
5167,1,1057.470747,28.24932493,56.49864986,5214.851485,Sunny,2583.258326,51.66516652,5.166516652,613.3213321,258.3258326,Arch,51.66516652,Moderate
5168,25,1057.665767,28.25382538,56.50765077,5215.841584,Snowy,2583.758376,51.67516752,5.167516752,613.4013401,258.3758376,Beam,51.67516752,High
5169,34,1057.860786,28.25832583,56.51665167,5216.831683,Cloudy,2584.258426,51.68516852,5.168516852,613.4813481,258.4258426,Truss,51.68516852,High
5170,42,1058.055806,28.26282628,56.52565257,5217.821782,Windy,2584.758476,51.69516952,5.169516952,613.5613561,258.4758476,Arch,51.69516952,High
5171,29,1058.250825,28.26732673,56.53465347,5218.811881,Rainy,2585.258526,51.70517052,5.170517052,613.6413641,258.5258526,Beam,51.70517052,High
5172,5,1058.445845,28.27182718,56.54365437,5219.80198,Sunny,2585.758576,51.71517152,5.171517152,613.7213721,258.5758576,Truss,51.71517152,High
5173,28,1058.640864,28.27632763,56.55265527,5220.792079,Snowy,2586.258626,51.72517252,5.172517252,613.8013801,258.6258626,Arch,51.72517252,High
5174,33,1058.835884,28.28082808,56.56165617,5221.782178,Cloudy,2586.758676,51.73517352,5.173517352,613.8813881,258.6758676,Beam,51.73517352,High
5175,49,1059.030903,28.28532853,56.57065707,5222.772277,Windy,2587.258726,51.74517452,5.174517452,613.9613961,258.7258726,Truss,51.74517452,High
5176,9,1059.225923,28.28982898,56.57965797,5223.762376,Rainy,2587.758776,51.75517552,5.175517552,614.0414041,258.7758776,Arch,51.75517552,High
5177,27,1059.420942,28.29432943,56.58865887,5224.752475,Sunny,2588.258826,51.76517652,5.176517652,614.1214121,258.8258826,Beam,51.76517652,High
5178,13,1059.615962,28.29882988,56.59765977,5225.742574,Snowy,2588.758876,51.77517752,5.177517752,614.2014201,258.8758876,Truss,51.77517752,High
5179,33,1059.810981,28.30333033,56.60666067,5226.732673,Cloudy,2589.258926,51.78517852,5.178517852,614.2814281,258.9258926,Arch,51.78517852,High
5180,6,1060.006001,28.30783078,56.61566157,5227.722772,Windy,2589.758976,51.79517952,5.179517952,614.3614361,258.9758976,Beam,51.79517952,High
5181,47,1060.20102,28.31233123,56.62466247,5228.712871,Rainy,2590.259026,51.80518052,5.180518052,614.4414441,259.0259026,Truss,51.80518052,High
5182,12,1060.39604,28.31683168,56.63366337,5229.70297,Sunny,2590.759076,51.81518152,5.181518152,614.5214521,259.0759076,Arch,51.81518152,High
5183,19,1060.591059,28.32133213,56.64266427,5230.693069,Snowy,2591.259126,51.82518252,5.182518252,614.6014601,259.1259126,Beam,51.82518252,High
5184,14,1060.786079,28.32583258,56.65166517,5231.683168,Cloudy,2591.759176,51.83518352,5.183518352,614.6814681,259.1759176,Truss,51.83518352,High
5185,40,1060.981098,28.33033303,56.66066607,5232.673267,Windy,2592.259226,51.84518452,5.184518452,614.7614761,259.2259226,Arch,51.84518452,High
5186,43,1061.176118,28.33483348,56.66966697,5233.663366,Rainy,2592.759276,51.85518552,5.185518552,614.8414841,259.2759276,Beam,51.85518552,High
5187,2,1061.371137,28.33933393,56.67866787,5234.653465,Sunny,2593.259326,51.86518652,5.186518652,614.9214921,259.3259326,Truss,51.86518652,High
5188,20,1061.566157,28.34383438,56.68766877,5235.643564,Snowy,2593.759376,51.87518752,5.187518752,615.0015002,259.3759376,Arch,51.87518752,High
5189,39,1061.761176,28.34833483,56.69666967,5236.633663,Cloudy,2594.259426,51.88518852,5.188518852,615.0815082,259.4259426,Beam,51.88518852,High
5190,35,1061.956196,28.35283528,56.70567057,5237.623762,Windy,2594.759476,51.89518952,5.189518952,615.1615162,259.4759476,Truss,51.89518952,High
5191,22,1062.151215,28.35733573,56.71467147,5238.613861,Rainy,2595.259526,51.90519052,5.190519052,615.2415242,259.5259526,Arch,51.90519052,High
5192,45,1062.346235,28.36183618,56.72367237,5239.60396,Sunny,2595.759576,51.91519152,5.191519152,615.3215322,259.5759576,Beam,51.91519152,High
5193,39,1062.541254,28.36633663,56.73267327,5240.594059,Snowy,2596.259626,51.92519252,5.192519252,615.4015402,259.6259626,Truss,51.92519252,High
5194,20,1062.736274,28.37083708,56.74167417,5241.584158,Cloudy,2596.759676,51.93519352,5.193519352,615.4815482,259.6759676,Arch,51.93519352,High
5195,12,1062.931293,28.37533753,56.75067507,5242.574257,Windy,2597.259726,51.94519452,5.194519452,615.5615562,259.7259726,Beam,51.94519452,High
5196,45,1063.126313,28.37983798,56.75967597,5243.564356,Rainy,2597.759776,51.95519552,5.195519552,615.6415642,259.7759776,Truss,51.95519552,High
5197,28,1063.321332,28.38433843,56.76867687,5244.554455,Sunny,2598.259826,51.96519652,5.196519652,615.7215722,259.8259826,Arch,51.96519652,High
5198,49,1063.516352,28.38883888,56.77767777,5245.544554,Snowy,2598.759876,51.97519752,5.197519752,615.8015802,259.8759876,Beam,51.97519752,High
5199,49,1063.711371,28.39333933,56.78667867,5246.534653,Cloudy,2599.259926,51.98519852,5.198519852,615.8815882,259.9259926,Truss,51.98519852,High
5200,10,1063.906391,28.39783978,56.79567957,5247.524752,Windy,2599.759976,51.99519952,5.199519952,615.9615962,259.9759976,Arch,51.99519952,High
5201,4,1064.10141,28.40234023,56.80468047,5248.514851,Rainy,2600.260026,52.00520052,5.200520052,616.0416042,260.0260026,Beam,52.00520052,High
5202,35,1064.29643,28.40684068,56.81368137,5249.50495,Sunny,2600.760076,52.01520152,5.201520152,616.1216122,260.0760076,Truss,52.01520152,High
5203,9,1064.491449,28.41134113,56.82268227,5250.49505,Snowy,2601.260126,52.02520252,5.202520252,616.2016202,260.1260126,Arch,52.02520252,High
5204,44,1064.686469,28.41584158,56.83168317,5251.485149,Cloudy,2601.760176,52.03520352,5.203520352,616.2816282,260.1760176,Beam,52.03520352,High
5205,38,1064.881488,28.42034203,56.84068407,5252.475248,Windy,2602.260226,52.04520452,5.204520452,616.3616362,260.2260226,Truss,52.04520452,High
5206,40,1065.076508,28.42484248,56.84968497,5253.465347,Rainy,2602.760276,52.05520552,5.205520552,616.4416442,260.2760276,Arch,52.05520552,High
5207,34,1065.271527,28.42934293,56.85868587,5254.455446,Sunny,2603.260326,52.06520652,5.206520652,616.5216522,260.3260326,Beam,52.06520652,High
5208,18,1065.466547,28.43384338,56.86768677,5255.445545,Snowy,2603.760376,52.07520752,5.207520752,616.6016602,260.3760376,Truss,52.07520752,High
5209,25,1065.661566,28.43834383,56.87668767,5256.435644,Cloudy,2604.260426,52.08520852,5.208520852,616.6816682,260.4260426,Arch,52.08520852,High
5210,6,1065.856586,28.44284428,56.88568857,5257.425743,Windy,2604.760476,52.09520952,5.209520952,616.7616762,260.4760476,Beam,52.09520952,High
5211,5,1066.051605,28.44734473,56.89468947,5258.415842,Rainy,2605.260526,52.10521052,5.210521052,616.8416842,260.5260526,Truss,52.10521052,High
5212,33,1066.246625,28.45184518,56.90369037,5259.405941,Sunny,2605.760576,52.11521152,5.211521152,616.9216922,260.5760576,Arch,52.11521152,High
5213,35,1066.441644,28.45634563,56.91269127,5260.39604,Snowy,2606.260626,52.12521252,5.212521252,617.0017002,260.6260626,Beam,52.12521252,High
5214,48,1066.636664,28.46084608,56.92169217,5261.386139,Cloudy,2606.760676,52.13521352,5.213521352,617.0817082,260.6760676,Truss,52.13521352,High
5215,24,1066.831683,28.46534653,56.93069307,5262.376238,Windy,2607.260726,52.14521452,5.214521452,617.1617162,260.7260726,Arch,52.14521452,High
5216,27,1067.026703,28.46984698,56.93969397,5263.366337,Rainy,2607.760776,52.15521552,5.215521552,617.2417242,260.7760776,Beam,52.15521552,High
5217,14,1067.221722,28.47434743,56.94869487,5264.356436,Sunny,2608.260826,52.16521652,5.216521652,617.3217322,260.8260826,Truss,52.16521652,High
5218,35,1067.416742,28.47884788,56.95769577,5265.346535,Snowy,2608.760876,52.17521752,5.217521752,617.4017402,260.8760876,Arch,52.17521752,High
5219,38,1067.611761,28.48334833,56.96669667,5266.336634,Cloudy,2609.260926,52.18521852,5.218521852,617.4817482,260.9260926,Beam,52.18521852,High
5220,11,1067.806781,28.48784878,56.97569757,5267.326733,Windy,2609.760976,52.19521952,5.219521952,617.5617562,260.9760976,Truss,52.19521952,High
5221,46,1068.0018,28.49234923,56.98469847,5268.316832,Rainy,2610.261026,52.20522052,5.220522052,617.6417642,261.0261026,Arch,52.20522052,High
5222,7,1068.19682,28.49684968,56.99369937,5269.306931,Sunny,2610.761076,52.21522152,5.221522152,617.7217722,261.0761076,Beam,52.21522152,High
5223,14,1068.391839,28.50135014,57.00270027,5270.29703,Snowy,2611.261126,52.22522252,5.222522252,617.8017802,261.1261126,Truss,52.22522252,High
5224,42,1068.586859,28.50585059,57.01170117,5271.287129,Cloudy,2611.761176,52.23522352,5.223522352,617.8817882,261.1761176,Arch,52.23522352,High
5225,35,1068.781878,28.51035104,57.02070207,5272.277228,Windy,2612.261226,52.24522452,5.224522452,617.9617962,261.2261226,Beam,52.24522452,High
5226,16,1068.976898,28.51485149,57.02970297,5273.267327,Rainy,2612.761276,52.25522552,5.225522552,618.0418042,261.2761276,Truss,52.25522552,High
5227,8,1069.171917,28.51935194,57.03870387,5274.257426,Sunny,2613.261326,52.26522652,5.226522652,618.1218122,261.3261326,Arch,52.26522652,High
5228,45,1069.366937,28.52385239,57.04770477,5275.247525,Snowy,2613.761376,52.27522752,5.227522752,618.2018202,261.3761376,Beam,52.27522752,High
5229,13,1069.561956,28.52835284,57.05670567,5276.237624,Cloudy,2614.261426,52.28522852,5.228522852,618.2818282,261.4261426,Truss,52.28522852,High
5230,41,1069.756976,28.53285329,57.06570657,5277.227723,Windy,2614.761476,52.29522952,5.229522952,618.3618362,261.4761476,Arch,52.29522952,High
5231,3,1069.951995,28.53735374,57.07470747,5278.217822,Rainy,2615.261526,52.30523052,5.230523052,618.4418442,261.5261526,Beam,52.30523052,High
5232,49,1070.147015,28.54185419,57.08370837,5279.207921,Sunny,2615.761576,52.31523152,5.231523152,618.5218522,261.5761576,Truss,52.31523152,High
5233,21,1070.342034,28.54635464,57.09270927,5280.19802,Snowy,2616.261626,52.32523252,5.232523252,618.6018602,261.6261626,Arch,52.32523252,High
5234,47,1070.537054,28.55085509,57.10171017,5281.188119,Cloudy,2616.761676,52.33523352,5.233523352,618.6818682,261.6761676,Beam,52.33523352,High
5235,14,1070.732073,28.55535554,57.11071107,5282.178218,Windy,2617.261726,52.34523452,5.234523452,618.7618762,261.7261726,Truss,52.34523452,High
5236,2,1070.927093,28.55985599,57.11971197,5283.168317,Rainy,2617.761776,52.35523552,5.235523552,618.8418842,261.7761776,Arch,52.35523552,High
5237,43,1071.122112,28.56435644,57.12871287,5284.158416,Sunny,2618.261826,52.36523652,5.236523652,618.9218922,261.8261826,Beam,52.36523652,High
5238,4,1071.317132,28.56885689,57.13771377,5285.148515,Snowy,2618.761876,52.37523752,5.237523752,619.0019002,261.8761876,Truss,52.37523752,High
5239,9,1071.512151,28.57335734,57.14671467,5286.138614,Cloudy,2619.261926,52.38523852,5.238523852,619.0819082,261.9261926,Arch,52.38523852,High
5240,48,1071.707171,28.57785779,57.15571557,5287.128713,Windy,2619.761976,52.39523952,5.239523952,619.1619162,261.9761976,Beam,52.39523952,High
5241,4,1071.90219,28.58235824,57.16471647,5288.118812,Rainy,2620.262026,52.40524052,5.240524052,619.2419242,262.0262026,Truss,52.40524052,High
5242,30,1072.09721,28.58685869,57.17371737,5289.108911,Sunny,2620.762076,52.41524152,5.241524152,619.3219322,262.0762076,Arch,52.41524152,High
5243,47,1072.292229,28.59135914,57.18271827,5290.09901,Snowy,2621.262126,52.42524252,5.242524252,619.4019402,262.1262126,Beam,52.42524252,High
5244,41,1072.487249,28.59585959,57.19171917,5291.089109,Cloudy,2621.762176,52.43524352,5.243524352,619.4819482,262.1762176,Truss,52.43524352,High
5245,34,1072.682268,28.60036004,57.20072007,5292.079208,Windy,2622.262226,52.44524452,5.244524452,619.5619562,262.2262226,Arch,52.44524452,High
5246,36,1072.877288,28.60486049,57.20972097,5293.069307,Rainy,2622.762276,52.45524552,5.245524552,619.6419642,262.2762276,Beam,52.45524552,High
5247,21,1073.072307,28.60936094,57.21872187,5294.059406,Sunny,2623.262326,52.46524652,5.246524652,619.7219722,262.3262326,Truss,52.46524652,High
5248,27,1073.267327,28.61386139,57.22772277,5295.049505,Snowy,2623.762376,52.47524752,5.247524752,619.8019802,262.3762376,Arch,52.47524752,High
5249,19,1073.462346,28.61836184,57.23672367,5296.039604,Cloudy,2624.262426,52.48524852,5.248524852,619.8819882,262.4262426,Beam,52.48524852,High
5250,39,1073.657366,28.62286229,57.24572457,5297.029703,Windy,2624.762476,52.49524952,5.249524952,619.9619962,262.4762476,Truss,52.49524952,High
5251,38,1073.852385,28.62736274,57.25472547,5298.019802,Rainy,2625.262526,52.50525053,5.250525053,620.0420042,262.5262526,Arch,52.50525053,High
5252,12,1074.047405,28.63186319,57.26372637,5299.009901,Sunny,2625.762576,52.51525153,5.251525153,620.1220122,262.5762576,Beam,52.51525153,High
5253,26,1074.242424,28.63636364,57.27272727,5300,Snowy,2626.262626,52.52525253,5.252525253,620.2020202,262.6262626,Truss,52.52525253,High
5254,3,1074.437444,28.64086409,57.28172817,5300.990099,Cloudy,2626.762676,52.53525353,5.253525353,620.2820282,262.6762676,Arch,52.53525353,High
